meta_review	first_author_meta	year_meta	Link_MA	amstar	amstar_rank	intervention_type	intervention_general	intervention_precise	intervention_comment	intervention_label	duration_month	dose	dose_unit	setting	sett_home	sett_clin	sett_class	intervention_imp	parent_imp	prof_imp	tech_imp	outcome_general	outcome_precise	outcome_type	outcome_measure	outcome_test	outcome_observation	outcome_report	link_cct	author	year	design	measure	n_cases	n_controls	multiple_es	reverse_es	value	se	ci_lo	ci_up	mean_cases	sd_cases	mean_controls	sd_controls	mean_change_cases	sd_change_cases	mean_change_controls	sd_change_controls	n_cases_exp	n_exp	n_cases_nexp	n_nexp	n_controls_exp	n_controls_nexp	rob	design_num	low_RoB_num	random_num	attrition_num	reporting_num	blinding_num	RoB_SeqGen	RoB_Conceal	RoB_BlindPers	RoB_BlindOut	RoB_Attrition	RoB_Reporting	type_comp	active_controls	perc_female	mean_age	mean_IQ	available_age	available_IQ	available_control	available_rob	country	continent	diagnostic_criteria	AMS_1_PICO	AMS_2_protocol	AMS_3_selection	AMS_4_search	AMS_5_screening_duplicate	AMS_6_extraction_duplicate	AMS_7_excluded	AMS_8_description	AMS_9_RoB	AMS_10_funding_primary	AMS_11_stat	AMS_12_MA_RoB	AMS_13_interpreting_RoB	AMS_14_heterogeneity	AMS_15_publication_bias	AMS_16_CoI	n_tot	id_row	paper	trial_id	Duration_cct	IQ_cct	Age_cct	min_age_meta	max_age_meta	min_IQ_meta	max_IQ_meta	n_cct_intervention	n_outcome_intervention	outcome_intervention	n_meta_intervention	meta_intervention	URL_meta	min_age_intervention	max_age_intervention	min_IQ_intervention	max_IQ_intervention
Yu (2022)	Yu	2022	https://doi.org/10.3389/fneur.2022.844117	4.5	Low	Complementary	DIET	DIET	Gluten & Casein Free Diet	Gluten & Casein Free Diet	6	7	day/week	Home	100	0	0			100		Global cognition (IQ)	Cognition	Report	ATEC: Autism Treatment Evaluation Checklist	0	0	100	10.1007/s11011-017-0088-z	El-Rashidy	2017	RCT	SMD	10	15	outcomes	reverse	-0.84		-1.68	0	14.1	4.3600000000000003	19.4	6.95											low	100	100	0	100	100	100	unclear	unclear	high	low	low	low	No intervention ()	0	27	5.29		1	0	1	1	Egypt	Africa	DSM-5	1	1	1	0.5	1.0	1	0.0	0.5	1.0	0	1	1	1	1	1	1	25	25	Yu (2022)	El-Rashidy_2017	2-6 months		< 6 yo	3.793509	7.4	101	101	9	5	Overall ASD symptoms | Adverse events | Social-communication | Global cognition (IQ) | Restricted/repetitive behaviors	2	Keller (2021) | Yu (2022)	https://doi.org/10.3390/nu13020470 | https://doi.org/10.3389/fneur.2022.844117	3.306818	8.954839	101	101
Yu (2022)	Yu	2022	https://doi.org/10.3389/fneur.2022.844117	4.5	Low	Complementary	DIET	DIET	Gluten Free diet	Gluten Free diet	6	7	day/week	Home	100	0	0			100		Global cognition (IQ)	Cognition	Report	VABS - Vineland (maladaptive behaviour)	0	0	100	10.1007/s10803-019-04266-9	Piwowarczyk	2019	RCT	SMD	26	30		reverse	-0.14000000000000001		-0.67	0.38	17.57	6.57	18.5	6.11											low	100	100	100	100	100	100	low	low	low	low	low	low	No intervention ()	0	15	3.793509	101	1	1	1	1	Poland	Europe	DSM-5 + ICD-10	1	1	1	0.5	1.0	1	0.0	0.5	1.0	0	1	1	1	1	1	1	56	26	Yu (2022)	Piwowarczyk_2019	2-6 months	Average (80-119)	< 6 yo	3.793509	7.4	101	101	9	5	Overall ASD symptoms | Adverse events | Social-communication | Global cognition (IQ) | Restricted/repetitive behaviors	2	Keller (2021) | Yu (2022)	https://doi.org/10.3390/nu13020470 | https://doi.org/10.3389/fneur.2022.844117	3.306818	8.954839	101	101
Yu (2022)	Yu	2022	https://doi.org/10.3389/fneur.2022.844117	4.5	Low	Complementary	DIET	DIET	Gluten & Casein Free Diet	Gluten & Casein Free Diet	1.38089758	7	day/week	Home	100	0	0			100		Social-communication	Communication		Ecological Communication Orientation	0	0	0	10.1007/s10803-006-0079-0	Elder	2006	RCT	SMD	6	7	outcomes	reverse	0.02		-1.08	1.11	175.8	86.4	174.4	86											low	100	100	0	100	100	100	unclear	low	low	low	low	low	No intervention ()	0	20	7.32		1	0	1	1	USA	North America	DSM-IV	1	1	1	0.5	1.0	1	0.0	0.5	1.0	0	1	1	1	1	1	1	13	27	Yu (2022)	Elder_2006	< 2 months		6-12 yo	3.793509	7.92	101	101	9	5	Overall ASD symptoms | Adverse events | Social-communication | Global cognition (IQ) | Restricted/repetitive behaviors	2	Keller (2021) | Yu (2022)	https://doi.org/10.3390/nu13020470 | https://doi.org/10.3389/fneur.2022.844117	3.306818	8.954839	101	101
Yu (2022)	Yu	2022	https://doi.org/10.3389/fneur.2022.844117	4.5	Low	Complementary	DIET	DIET	Ketogenic diet	Ketogenic diet	6	7	day/week	Home	100	0	0			100		Social-communication	Communication	Report	ATEC: Autism Treatment Evaluation Checklist	0	0	100	10.1007/s11011-017-0088-z	El-Rashidy	2017	RCT	SMD	15	15	outcomes	reverse	-0.87		-1.62	-0.11	15.47	3.78	23	11.33											low	100	100	0	100	100	100	unclear	unclear	high	low	low	low	No intervention ()	0	27	5.29		1	0	1	1	Egypt	Africa	DSM-5	1	1	1	0.5	1.0	1	0.0	0.5	1.0	0	1	1	1	1	1	1	30	28	Yu (2022)	El-Rashidy_2017	2-6 months		< 6 yo	3.793509	7.92	101	101	9	5	Overall ASD symptoms | Adverse events | Social-communication | Global cognition (IQ) | Restricted/repetitive behaviors	2	Keller (2021) | Yu (2022)	https://doi.org/10.3390/nu13020470 | https://doi.org/10.3389/fneur.2022.844117	3.306818	8.954839	101	101
Yu (2022)	Yu	2022	https://doi.org/10.3389/fneur.2022.844117	4.5	Low	Complementary	DIET	DIET	Gluten & Casein Free Diet	Gluten & Casein Free Diet	12	7	day/week	Home	100	0	0			100		Social-communication	Communication	Report	Diagnosis of psychotic behaviour in children / standardized Danish scheme to evaluate behavior	0	0	100	10.1080/10284150290028945	Knivsberg	2002	RCT	SMD	9	9		reverse	0.33		-0.61	1.26	66.6	35.1	55.7	28.3											high	100	0	0	100	100	0	unclear	unclear	high	high	low	low	No intervention ()	0		7.4		1	0	1	1	Norway	Europe		1	1	1	0.5	1.0	1	0.0	0.5	1.0	0	1	1	1	1	1	1	18	29	Yu (2022)	Knivsberg_2002	7-12 months		6-12 yo	3.793509	7.92	101	101	9	5	Overall ASD symptoms | Adverse events | Social-communication | Global cognition (IQ) | Restricted/repetitive behaviors	2	Keller (2021) | Yu (2022)	https://doi.org/10.3390/nu13020470 | https://doi.org/10.3389/fneur.2022.844117	3.306818	8.954839	101	101
Yu (2022)	Yu	2022	https://doi.org/10.3389/fneur.2022.844117	4.5	Low	Complementary	DIET	DIET	Gluten & Casein Free Diet	Gluten & Casein Free Diet	6	7	day/week	Home	100	0	0			100		Social-communication	Communication	Report	ATEC: Autism Treatment Evaluation Checklist	0	0	100	10.1007/s11011-017-0088-z	El-Rashidy	2017	RCT	SMD	10	15	outcomes	reverse	-0.53		-1.34	0.28000000000000003	17.899999999999999	4.84	23	11.33											low	100	100	0	100	100	100	unclear	unclear	high	low	low	low	No intervention ()	0	27	5.29		1	0	1	1	Egypt	Africa	DSM-5	1	1	1	0.5	1.0	1	0.0	0.5	1.0	0	1	1	1	1	1	1	25	30	Yu (2022)	El-Rashidy_2017	2-6 months		< 6 yo	3.793509	7.92	101	101	9	5	Overall ASD symptoms | Adverse events | Social-communication | Global cognition (IQ) | Restricted/repetitive behaviors	2	Keller (2021) | Yu (2022)	https://doi.org/10.3390/nu13020470 | https://doi.org/10.3389/fneur.2022.844117	3.306818	8.954839	101	101
Yu (2022)	Yu	2022	https://doi.org/10.3389/fneur.2022.844117	4.5	Low	Complementary	DIET	DIET	Gluten Free diet	Gluten Free diet	1.38089758	7	day/week	Home	100	0	0			100		Social-communication	Communication	Observation	Childhood Autism Rating Scale	0	100	0	10.1007/s12519-016-0040-z	Ghalichi	2016	RCT	SMD	38	38	outcomes	reverse	0.04		-0.41	0.49	32.97	9.28	32.58	9.4											high	100	0	0	100	100	0	unclear	unclear	high	unclear	low	low	No intervention ()	0	26	7.92		1	0	1	1	Iran	Asia	ADI-R	1	1	1	0.5	1.0	1	0.0	0.5	1.0	0	1	1	1	1	1	1	76	31	Yu (2022)	Ghalichi_2016	< 2 months		6-12 yo	3.793509	7.92	101	101	9	5	Overall ASD symptoms | Adverse events | Social-communication | Global cognition (IQ) | Restricted/repetitive behaviors	2	Keller (2021) | Yu (2022)	https://doi.org/10.3390/nu13020470 | https://doi.org/10.3389/fneur.2022.844117	3.306818	8.954839	101	101
Yu (2022)	Yu	2022	https://doi.org/10.3389/fneur.2022.844117	4.5	Low	Complementary	DIET	DIET	Gluten Free diet	Gluten Free diet	6	7	day/week	Home	100	0	0			100		Social-communication	Communication	Report	Social Communication Questionnaire	0	0	100	10.1007/s10803-019-04266-9	Piwowarczyk	2019	RCT	SMD	21	27	outcomes	reverse	-0.09		-0.66	0.49	13.85	4.94	14.33	5.95											low	100	100	100	100	100	100	low	low	low	low	low	low	No intervention ()	0	15	3.793509	101	1	1	1	1	Poland	Europe	DSM-5 + ICD-10	1	1	1	0.5	1.0	1	0.0	0.5	1.0	0	1	1	1	1	1	1	48	32	Yu (2022)	Piwowarczyk_2019	2-6 months	Average (80-119)	< 6 yo	3.793509	7.92	101	101	9	5	Overall ASD symptoms | Adverse events | Social-communication | Global cognition (IQ) | Restricted/repetitive behaviors	2	Keller (2021) | Yu (2022)	https://doi.org/10.3390/nu13020470 | https://doi.org/10.3389/fneur.2022.844117	3.306818	8.954839	101	101
Yu (2022)	Yu	2022	https://doi.org/10.3389/fneur.2022.844117	4.5	Low	Complementary	DIET	DIET	Gluten & Casein Free Diet	Gluten & Casein Free Diet	1.38089758	7	day/week	Home	100	0	0			100		Restricted/repetitive behaviors	stereotypical behaviors	Observation	Behavioral Response Frequencies: intelligible words	0	100	0	10.1007/s10803-006-0079-0	Elder	2006	RCT	SMD	6	7		reverse	0.07		-1.03	1.16	26.8	35.1	24	43.5											low	100	100	0	100	100	100	unclear	low	low	low	low	low	No intervention ()	0	20	7.32		1	0	1	1	USA	North America	DSM-IV	1	1	1	0.5	1.0	1	0.0	0.5	1.0	0	1	1	1	1	1	1	13	33	Yu (2022)	Elder_2006	< 2 months		6-12 yo	3.793509	7.92	101	101	9	5	Overall ASD symptoms | Adverse events | Social-communication | Global cognition (IQ) | Restricted/repetitive behaviors	2	Keller (2021) | Yu (2022)	https://doi.org/10.3390/nu13020470 | https://doi.org/10.3389/fneur.2022.844117	3.306818	8.954839	101	101
Yu (2022)	Yu	2022	https://doi.org/10.3389/fneur.2022.844117	4.5	Low	Complementary	DIET	DIET	Ketogenic diet	Ketogenic diet	6	7	day/week	Home	100	0	0			100		Restricted/repetitive behaviors	stereotypical behaviors	Report	ATEC: Autism Treatment Evaluation Checklist	0	0	100	10.1007/s11011-017-0088-z	El-Rashidy	2017	RCT	SMD	15	15	outcomes	reverse	-0.42		-1.14	0.31	11.8	4.78	13.72	4.18											low	100	100	0	100	100	100	unclear	unclear	high	low	low	low	No intervention ()	0	27	5.29		1	0	1	1	Egypt	Africa	DSM-5	1	1	1	0.5	1.0	1	0.0	0.5	1.0	0	1	1	1	1	1	1	30	34	Yu (2022)	El-Rashidy_2017	2-6 months		< 6 yo	3.793509	7.92	101	101	9	5	Overall ASD symptoms | Adverse events | Social-communication | Global cognition (IQ) | Restricted/repetitive behaviors	2	Keller (2021) | Yu (2022)	https://doi.org/10.3390/nu13020470 | https://doi.org/10.3389/fneur.2022.844117	3.306818	8.954839	101	101
Yu (2022)	Yu	2022	https://doi.org/10.3389/fneur.2022.844117	4.5	Low	Complementary	DIET	DIET	Gluten & Casein Free Diet	Gluten & Casein Free Diet	12	7	day/week	Home	100	0	0			100		Restricted/repetitive behaviors	stereotypical behaviors	Report	Diagnosis of psychotic behaviour in children / standardized Danish scheme to evaluate behavior	0	0	100	10.1080/10284150290028945	Knivsberg	2002	RCT	SMD	10	10		reverse	-0.12		-1.00	0.76	26.3	11.5	27.8	12.2											high	100	0	0	100	100	0	unclear	unclear	high	high	low	low	No intervention ()	0		7.4		1	0	1	1	Norway	Europe		1	1	1	0.5	1.0	1	0.0	0.5	1.0	0	1	1	1	1	1	1	20	35	Yu (2022)	Knivsberg_2002	7-12 months		6-12 yo	3.793509	7.92	101	101	9	5	Overall ASD symptoms | Adverse events | Social-communication | Global cognition (IQ) | Restricted/repetitive behaviors	2	Keller (2021) | Yu (2022)	https://doi.org/10.3390/nu13020470 | https://doi.org/10.3389/fneur.2022.844117	3.306818	8.954839	101	101
Yu (2022)	Yu	2022	https://doi.org/10.3389/fneur.2022.844117	4.5	Low	Complementary	DIET	DIET	Gluten & Casein Free Diet	Gluten & Casein Free Diet	6	7	day/week	Home	100	0	0			100		Restricted/repetitive behaviors	stereotypical behaviors	Report	ATEC: Autism Treatment Evaluation Checklist	0	0	100	10.1007/s11011-017-0088-z	El-Rashidy	2017	RCT	SMD	10	15	outcomes	reverse	-0.65		-1.47	0.17	11.3	2.4500000000000002	13.72	4.18											low	100	100	0	100	100	100	unclear	unclear	high	low	low	low	No intervention ()	0	27	5.29		1	0	1	1	Egypt	Africa	DSM-5	1	1	1	0.5	1.0	1	0.0	0.5	1.0	0	1	1	1	1	1	1	25	36	Yu (2022)	El-Rashidy_2017	2-6 months		< 6 yo	3.793509	7.92	101	101	9	5	Overall ASD symptoms | Adverse events | Social-communication | Global cognition (IQ) | Restricted/repetitive behaviors	2	Keller (2021) | Yu (2022)	https://doi.org/10.3390/nu13020470 | https://doi.org/10.3389/fneur.2022.844117	3.306818	8.954839	101	101
Yu (2022)	Yu	2022	https://doi.org/10.3389/fneur.2022.844117	4.5	Low	Complementary	DIET	DIET	Gluten Free diet	Gluten Free diet	1.38089758	7	day/week	Home	100	0	0			100		Restricted/repetitive behaviors	stereotypical behaviors	Observation	CARS: Childhood Autism Rating Scale	0	100	0	10.1007/s12519-016-0040-z	Ghalichi	2016	RCT	SMD	38	38		reverse	-0.67		-1.13	-0.21	14.5	7.92	19.32	6.27											high	100	0	0	100	100	0	unclear	unclear	high	unclear	low	low	No intervention ()	0	26	7.92		1	0	1	1	Iran	Asia	ADI-R	1	1	1	0.5	1.0	1	0.0	0.5	1.0	0	1	1	1	1	1	1	76	37	Yu (2022)	Ghalichi_2016	< 2 months		6-12 yo	3.793509	7.92	101	101	9	5	Overall ASD symptoms | Adverse events | Social-communication | Global cognition (IQ) | Restricted/repetitive behaviors	2	Keller (2021) | Yu (2022)	https://doi.org/10.3390/nu13020470 | https://doi.org/10.3389/fneur.2022.844117	3.306818	8.954839	101	101
Yu (2022)	Yu	2022	https://doi.org/10.3389/fneur.2022.844117	4.5	Low	Complementary	DIET	DIET	Gluten Free diet	Gluten Free diet	6	7	day/week	Home	100	0	0			100		Restricted/repetitive behaviors	stereotypical behaviors	Observation	ADOS: Autism Diagnostic Observation Scale	0	100	0	10.1007/s10803-019-04266-9	Piwowarczyk	2019	RCT	SMD	26	31		reverse	-0.04		-0.57	0.48	3.15	2.49	3.25	1.99											low	100	100	100	100	100	100	low	low	low	low	low	low	No intervention ()	0	15	3.793509	101	1	1	1	1	Poland	Europe	DSM-5 + ICD-10	1	1	1	0.5	1.0	1	0.0	0.5	1.0	0	1	1	1	1	1	1	57	38	Yu (2022)	Piwowarczyk_2019	2-6 months	Average (80-119)	< 6 yo	3.793509	7.92	101	101	9	5	Overall ASD symptoms | Adverse events | Social-communication | Global cognition (IQ) | Restricted/repetitive behaviors	2	Keller (2021) | Yu (2022)	https://doi.org/10.3390/nu13020470 | https://doi.org/10.3389/fneur.2022.844117	3.306818	8.954839	101	101
Zhang (2023)	Zhang	2023	https://doi.org/10.9758/cpn.2023.21.2.240	4.0	Critically low	Complementary	VIT-D	VIT-D	vitamin D3	vitamin D3	4.60299194	2000	IU/day	Home	100	0	0			100		Overall ASD symptoms	core symptoms in children with ASD	Report	SRS: Social Responsiveness Scale	0	0	100	10.1136/archdischild-2017-312783	Kerley	2017	RCT	SMD	18	20		reverse					-24.6	19.489999999999998	-12.7	18	-24.60	19.490000	-12.70	18.050000							low	100	100	100	100	100	0	low	unclear	unclear	unclear	low	low	Placebo ()	0	13.16	7.373684		1	0	1	1	Ireland	Europe	DSM	1	1	1	0.0	1.0	1	0.0	0.5	1.0	0	1	0	0	1	0	1	38	39	Zhang (2023)	Kerley_2017	2-6 months		6-12 yo	5.2	7.373684	Inf	-Inf	7	7	Overall ASD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | ADHD symptoms | Acceptability | Tolerability	5	Zhang (2023) | Li (2022) | Song (2020) | Siafis (child) (2022) | Zhou (2021)	https://doi.org/10.9758/cpn.2023.21.2.240 | https://doi.org/10.1080/1028415X.2020.1815332 | https://doi.org/10.9758/cpn.2020.18.2.203 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007	5.2	10	100	100
Zhang (2023)	Zhang	2023	https://doi.org/10.9758/cpn.2023.21.2.240	4.0	Critically low	Complementary	VIT-D	VIT-D	vitamin D3	vitamin D3	12	2000	IU/day	Home	100	0	0			100		Overall ASD symptoms	core symptoms in children with ASD	Report	SRS: Social Responsiveness Scale	0	0	100	10.1016/j.jsbmb.2018.10.017	Mazahery	2018/2019	RCT	SMD	19	16		reverse					-11	25	-5.8	12	-11.00	25.000000	-5.80	12.000000							low	100	100	100	100	100	100	low	low	low	low	low	low	Placebo ()	0	17.14	5.2		1	0	1	1	New Zealand	Oceania	DSM-5	1	1	1	0.0	1.0	1	0.0	0.5	1.0	0	1	0	0	1	0	1	35	40	Zhang (2023)	Mazahery_2018/2019	7-12 months		< 6 yo	5.2	7.373684	Inf	-Inf	7	7	Overall ASD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | ADHD symptoms | Acceptability | Tolerability	5	Zhang (2023) | Li (2022) | Song (2020) | Siafis (child) (2022) | Zhou (2021)	https://doi.org/10.9758/cpn.2023.21.2.240 | https://doi.org/10.1080/1028415X.2020.1815332 | https://doi.org/10.9758/cpn.2020.18.2.203 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007	5.2	10	100	100
Zhang (2023)	Zhang	2023	https://doi.org/10.9758/cpn.2023.21.2.240	4.0	Critically low	Complementary	VIT-D	VIT-D	unclear vitamin D3 OR D2	unclear vitamin D3 OR D2	3.45224396	2500	IU/day	Home	100	0	0			100		Social-communication	lethargy	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.1016/j.nut.2020.110986	Javadfar	2020	RCT	MD	22	21	outcomes	reverse	-0.41		-2.81	1.99					-0.50	0.790000	-0.09	5.560000							low	100	100	100	100	100	100	low	low	low	low	low	low	Placebo ()	0	16.28	8.914186		1	0	1	1	Iran	Asia		1	1	1	0.0	1.0	1	0.0	0.5	1.0	0	1	0	0	1	0	1	43	41	Zhang (2023)	Javadfar_2020	2-6 months		6-12 yo	5.2	8.914186	Inf	-Inf	7	7	Overall ASD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | ADHD symptoms | Acceptability | Tolerability	5	Zhang (2023) | Li (2022) | Song (2020) | Siafis (child) (2022) | Zhou (2021)	https://doi.org/10.9758/cpn.2023.21.2.240 | https://doi.org/10.1080/1028415X.2020.1815332 | https://doi.org/10.9758/cpn.2020.18.2.203 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007	5.2	10	100	100
Zhang (2023)	Zhang	2023	https://doi.org/10.9758/cpn.2023.21.2.240	4.0	Critically low	Complementary	VIT-D	VIT-D	vitamin D3	vitamin D3	4.60299194	2000	IU/day	Home	100	0	0			100		Social-communication	lethargy	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.1136/archdischild-2017-312783	Kerley	2017	RCT	MD	18	20	outcomes	reverse	1.4		-1.41	4.21					-3.20	4.030000	-4.60	4.790000							low	100	100	100	100	100	0	low	unclear	unclear	unclear	low	low	Placebo ()	0	13.16	7.373684		1	0	1	1	Ireland	Europe	DSM	1	1	1	0.0	1.0	1	0.0	0.5	1.0	0	1	0	0	1	0	1	38	42	Zhang (2023)	Kerley_2017	2-6 months		6-12 yo	5.2	8.914186	Inf	-Inf	7	7	Overall ASD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | ADHD symptoms | Acceptability | Tolerability	5	Zhang (2023) | Li (2022) | Song (2020) | Siafis (child) (2022) | Zhou (2021)	https://doi.org/10.9758/cpn.2023.21.2.240 | https://doi.org/10.1080/1028415X.2020.1815332 | https://doi.org/10.9758/cpn.2020.18.2.203 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007	5.2	10	100	100
Zhang (2023)	Zhang	2023	https://doi.org/10.9758/cpn.2023.21.2.240	4.0	Critically low	Complementary	VIT-D	VIT-D	vitamin D3	vitamin D3	12	2000	IU/day	Home	100	0	0			100		Social-communication	lethargy	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.1016/j.jsbmb.2018.10.017	Mazahery	2018/2019	RCT	MD	19	16	outcomes	reverse	-1.8		-5.48	1.88					-1.80	4.300000	0.00	6.400000							low	100	100	100	100	100	100	low	low	low	low	low	low	Placebo ()	0	17.14	5.2		1	0	1	1	New Zealand	Oceania	DSM-5	1	1	1	0.0	1.0	1	0.0	0.5	1.0	0	1	0	0	1	0	1	35	43	Zhang (2023)	Mazahery_2018/2019	7-12 months		< 6 yo	5.2	8.914186	Inf	-Inf	7	7	Overall ASD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | ADHD symptoms | Acceptability | Tolerability	5	Zhang (2023) | Li (2022) | Song (2020) | Siafis (child) (2022) | Zhou (2021)	https://doi.org/10.9758/cpn.2023.21.2.240 | https://doi.org/10.1080/1028415X.2020.1815332 | https://doi.org/10.9758/cpn.2020.18.2.203 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007	5.2	10	100	100
Zhang (2023)	Zhang	2023	https://doi.org/10.9758/cpn.2023.21.2.240	4.0	Critically low	Complementary	VIT-D	VIT-D	unclear vitamin D3 OR D2	unclear vitamin D3 OR D2	3.45224396	2500	IU/day	Home	100	0	0			100		Restricted/repetitive behaviors	stereotypical behavior	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.1016/j.nut.2020.110986	Javadfar	2020	RCT	MD	22	21		reverse	-0.55000000000000004		-1.1399999999999999	0.04					-0.69	1.380000	-0.14	0.260000							low	100	100	100	100	100	100	low	low	low	low	low	low	Placebo ()	0	16.28	8.914186		1	0	1	1	Iran	Asia		1	1	1	0.0	1.0	1	0.0	0.5	1.0	0	1	0	0	1	0	1	43	44	Zhang (2023)	Javadfar_2020	2-6 months		6-12 yo	5.2	10	100	100	7	7	Overall ASD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | ADHD symptoms | Acceptability | Tolerability	5	Zhang (2023) | Li (2022) | Song (2020) | Siafis (child) (2022) | Zhou (2021)	https://doi.org/10.9758/cpn.2023.21.2.240 | https://doi.org/10.1080/1028415X.2020.1815332 | https://doi.org/10.9758/cpn.2020.18.2.203 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007	5.2	10	100	100
Zhang (2023)	Zhang	2023	https://doi.org/10.9758/cpn.2023.21.2.240	4.0	Critically low	Complementary	VIT-D	VIT-D	vitamin D3	vitamin D3	4.60299194	2000	IU/day	Home	100	0	0			100		Restricted/repetitive behaviors	stereotypical behavior	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.1136/archdischild-2017-312783	Kerley	2017	RCT	MD	18	20		reverse	2.2000000000000002		-1.73	6.13					-0.80	6.170000	-3.00	6.170000							low	100	100	100	100	100	0	low	unclear	unclear	unclear	low	low	Placebo ()	0	13.16	7.373684		1	0	1	1	Ireland	Europe	DSM	1	1	1	0.0	1.0	1	0.0	0.5	1.0	0	1	0	0	1	0	1	38	45	Zhang (2023)	Kerley_2017	2-6 months		6-12 yo	5.2	10	100	100	7	7	Overall ASD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | ADHD symptoms | Acceptability | Tolerability	5	Zhang (2023) | Li (2022) | Song (2020) | Siafis (child) (2022) | Zhou (2021)	https://doi.org/10.9758/cpn.2023.21.2.240 | https://doi.org/10.1080/1028415X.2020.1815332 | https://doi.org/10.9758/cpn.2020.18.2.203 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007	5.2	10	100	100
Zhang (2023)	Zhang	2023	https://doi.org/10.9758/cpn.2023.21.2.240	4.0	Critically low	Complementary	VIT-D	VIT-D	vitamin D3	vitamin D3	12	2000	IU/day	Home	100	0	0			100		Restricted/repetitive behaviors	stereotypical behavior	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.1016/j.jsbmb.2018.10.017	Mazahery	2018/2019	RCT	MD	19	16		reverse	0.6		-1.29	2.4900000000000002					-0.70	3.300000	-1.30	2.400000							low	100	100	100	100	100	100	low	low	low	low	low	low	Placebo ()	0	17.14	5.2		1	0	1	1	New Zealand	Oceania	DSM-5	1	1	1	0.0	1.0	1	0.0	0.5	1.0	0	1	0	0	1	0	1	35	46	Zhang (2023)	Mazahery_2018/2019	7-12 months		< 6 yo	5.2	10	100	100	7	7	Overall ASD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | ADHD symptoms | Acceptability | Tolerability	5	Zhang (2023) | Li (2022) | Song (2020) | Siafis (child) (2022) | Zhou (2021)	https://doi.org/10.9758/cpn.2023.21.2.240 | https://doi.org/10.1080/1028415X.2020.1815332 | https://doi.org/10.9758/cpn.2020.18.2.203 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007	5.2	10	100	100
Zhang (2023)	Zhang	2023	https://doi.org/10.9758/cpn.2023.21.2.240	4.0	Critically low	Complementary	VIT-D	VIT-D	unclear vitamin D3 OR D2	unclear vitamin D3 OR D2	3.45224396	2500	IU/day	Home	100	0	0			100		Social-communication	inappropriate speech	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.1016/j.nut.2020.110986	Javadfar	2020	RCT	MD	22	21	outcomes	reverse	-0.22		-0.44	0					-0.27	0.500000	-0.05	0.160000							low	100	100	100	100	100	100	low	low	low	low	low	low	Placebo ()	0	16.28	8.914186		1	0	1	1	Iran	Asia		1	1	1	0.0	1.0	1	0.0	0.5	1.0	0	1	0	0	1	0	1	43	47	Zhang (2023)	Javadfar_2020	2-6 months		6-12 yo	5.2	8.914186	Inf	-Inf	7	7	Overall ASD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | ADHD symptoms | Acceptability | Tolerability	5	Zhang (2023) | Li (2022) | Song (2020) | Siafis (child) (2022) | Zhou (2021)	https://doi.org/10.9758/cpn.2023.21.2.240 | https://doi.org/10.1080/1028415X.2020.1815332 | https://doi.org/10.9758/cpn.2020.18.2.203 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007	5.2	10	100	100
